delta.rank	pval	level	nseqs	term	name	p.adj
388	118	0.000348097757432119	2	34	GO:0048029	monosaccharide binding	0.152118719997836
410	99	0.000974418841365807	2	40	GO:0051219	phosphoprotein binding	0.212910516838429
296	49	0.00488252231252021	2	116	GO:0030246	carbohydrate binding	0.243642622467519
294	134	0.00518448897175487	4	15	GO:0030215	semaphorin receptor binding	0.243642622467519
355	134	0.00518448897175487	2	15	GO:0042813	Wnt-activated receptor activity	0.243642622467519
374	134	0.00518448897175487	2	15	GO:0044548	S100 protein binding	0.243642622467519
380	134	0.00518448897175487	2	15	GO:0045545	syndecan binding	0.243642622467519
104	65	0.00663804323621509	2	59	GO:0005044;GO:0038024	cargo receptor activity	0.243642622467519
109	125	0.00667865531194158	5	16	GO:0005109	frizzled binding	0.243642622467519
247	125	0.00667865531194158	3	16	GO:0016891	endoribonuclease activity, producing 5'-phosphomonoesters	0.243642622467519
50	117	0.00836301907783247	2	17	GO:0003964	RNA-directed DNA polymerase activity	0.243642622467519
136	117	0.00836301907783247	2	17	GO:0005540	hyaluronic acid binding	0.243642622467519
198	117	0.00836301907783247	4	17	GO:0015278	calcium-release channel activity	0.243642622467519
297	117	0.00836301907783247	2	17	GO:0030247;GO:0001871	polysaccharide binding	0.243642622467519
341	117	0.00836301907783247	3	17	GO:0035373	chondroitin sulfate proteoglycan binding	0.243642622467519
196	110	0.0102268016006632	7	18	GO:0015179	L-amino acid transmembrane transporter activity	0.244271021299698
387	110	0.0102268016006632	2	18	GO:0048019;GO:0030547;GO:0005152	receptor antagonist activity	0.244271021299698
362	58	0.0102997534350045	2	66	GO:0043130;GO:0032182	small conjugating protein binding	0.244271021299698
290	104	0.0122577813656797	2	19	GO:0030159	receptor signaling complex scaffold activity	0.244271021299698
332	104	0.0122577813656797	2	19	GO:0035064	methylated histone residue binding	0.244271021299698
