delta.rank	pval	level	nseqs	term	name	p.adj
20	0	9.44674276541712e-05	3	680	GO:0008092	cytoskeletal protein binding	0.00500677366567107
52	0	0.00353056713109516	2	276	GO:0050839	cell adhesion molecule binding	0.0935600289740217
33	0	0.00661358222427216	2	292	GO:0017016;GO:0031267;GO:0051020	GTPase binding	0.116839952628808
16	0	0.0112892317041552	2	541	GO:0005509	calcium ion binding	0.12253341251631
26	0	0.012271843327197	2	249	GO:0015631	tubulin binding	0.12253341251631
41	0	0.0157619905462573	3	577	GO:0032403	protein complex binding	0.12253341251631
6	0	0.0161836582568711	2	277	GO:0003779	actin binding	0.12253341251631
45	0	0.0346716440676291	3	591	GO:0042803	protein homodimerization activity	0.229699641948043
12	0	0.0756188886256107	1	201	GO:0005085	guanyl-nucleotide exchange factor activity	0.422449791485973
43	0	0.079707507827542	2	590	GO:0038023;GO:0004871;GO:0004872;GO:0060089	receptor activity	0.422449791485973
14	0	0.0905204200214729	1	410	GO:0005198	structural molecule activity	0.431283262799736
13	0	0.0976490406339025	3	747	GO:0005102	receptor binding	0.431283262799736
10	0	0.133324160793822	3	408	GO:0004888	transmembrane signaling receptor activity	0.488595322586965
50	0	0.13947522197724	2	848	GO:0046983	protein dimerization activity	0.488595322586965
7	0	0.143406192040773	3	226	GO:0004175	endopeptidase activity	0.488595322586965
48	0	0.150862469147834	2	731	GO:0046914	transition metal ion binding	0.488595322586965
36	0	0.156719254414687	3	514	GO:0019904	protein domain specific binding	0.488595322586965
5	0	0.167372918421053	2	398	GO:0003682	chromatin binding	0.492820259795323
2	0	0.18843241939874	8	239	GO:0000978;GO:0000987;GO:0001159	core promoter proximal region sequence-specific DNA binding	0.525627275164906
18	0	0.233720843884374	2	323	GO:0005543	phospholipid binding	0.608186392781738
