delta.rank	pval	level	nseqs	term	name	p.adj
75	0	3.80687356853621e-09	2	115	GO:0005201	extracellular matrix structural constituent	9.21263403585763e-07
164	0	1.21975316323294e-05	2	160	GO:0019838	growth factor binding	0.00147590132751186
63	0	2.81399764167729e-05	1	651	GO:0004872	receptor activity	0.00177539259269047
54	0	2.93453321105862e-05	3	123	GO:0004714;GO:0019199	transmembrane receptor protein kinase activity	0.00177539259269047
53	0	5.94256639434082e-05	2	188	GO:0004713	protein tyrosine kinase activity	0.00270177823595724
64	0	6.69862372551382e-05	3	538	GO:0004888;GO:0038023	signaling receptor activity	0.00270177823595724
73	0	8.74923050155486e-05	1	435	GO:0005198	structural molecule activity	0.00302473397339468
80	0	0.000122090281321047	2	612	GO:0005509	calcium ion binding	0.00360236451301892
231	0	0.000133972233955249	3	84	GO:0051393;GO:0042805	actinin binding	0.00360236451301892
157	0	0.000230624795030061	2	67	GO:0017134	fibroblast growth factor binding	0.00510395636696939
62	0	0.000231998016680427	2	727	GO:0004871;GO:0060089	signal transducer activity	0.00510395636696939
235	0	0.000395723563899897	2	143	GO:0061134	peptidase regulator activity	0.00798042520531459
60	0	0.000451366963837228	2	99	GO:0004866;GO:0030414;GO:0061135	peptidase inhibitor activity	0.0084023696345084
207	0	0.000551021861776368	3	72	GO:0043236;GO:0050840	extracellular matrix binding	0.00952480646784865
93	0	0.000728550832070102	3	761	GO:0008092	cytoskeletal protein binding	0.0117539534240643
72	0	0.00102737962856846	4	144	GO:0005178	integrin binding	0.015539116882098
172	0	0.00109665953125165	2	636	GO:0019904	protein domain specific binding	0.0156112709742882
16	0	0.00116362042635135	2	56	GO:0001968	fibronectin binding	0.0156442301765015
141	0	0.00142683550867945	2	767	GO:0016772	transferase activity, transferring phosphorus-containing groups	0.018173378584233
109	0	0.00227230222356046	2	60	GO:0008307	structural constituent of muscle	0.0274948569050816
