delta.rank	pval	level	nseqs	term	name	p.adj
32	0	0.000221975939925731	1	835	GO:0030054	cell junction	0.0139844842153211
55	0	0.00157642432491541	1	530	GO:0045202	synapse	0.0476347065308243
4	0	0.00233211079528725	1	833	GO:0005576	extracellular region	0.0476347065308243
44	0	0.00302442581148091	2	798	GO:0043005	neuron projection	0.0476347065308243
53	0	0.00401722634044921	2	903	GO:0044463	cell projection part	0.05061705188966
22	0	0.00541208467409302	2	275	GO:0005912;GO:0070161	anchoring junction	0.0568268890779767
21	0	0.00949633607806534	2	311	GO:0005911	cell-cell junction	0.0854670247025881
59	0	0.0114895353837648	2	626	GO:0070062;GO:0065010;GO:0043230	extracellular membrane-bounded organelle	0.0904800911471478
28	0	0.0131154164312747	2	518	GO:0016023	cytoplasmic membrane-bounded vesicle	0.0918079150189229
13	0	0.0223160046997021	5	253	GO:0005769	early endosome	0.140590829608123
40	0	0.0305899648480142	3	841	GO:0031410	cytoplasmic vesicle	0.167879683504493
56	0	0.0319770825722843	3	201	GO:0045211	postsynaptic membrane	0.167879683504493
35	0	0.0434236770344813	3	387	GO:0030425	dendrite	0.210437819474794
27	0	0.0495478528109122	2	236	GO:0014069	postsynaptic density	0.222965337649105
52	0	0.0534887461153729	1	513	GO:0044456	synapse part	0.224652733684566
38	0	0.0595622277554494	3	287	GO:0031253	cell projection membrane	0.234526271787082
5	0	0.0757287375744673	2	508	GO:0005615	extracellular space	0.268906732643243
24	0	0.0777119506395625	4	208	GO:0005938	cell cortex	0.268906732643243
60	0	0.0810988558765337	2	277	GO:0097060	synaptic membrane	0.268906732643243
12	0	0.0854287202777458	2	661	GO:0005768	endosome	0.269100468874899
