delta.rank	pval	level	nseqs	term	name	p.adj
130	0	2.34194895135444e-07	1	333	GO:0031012	extracellular matrix	3.26612112893032e-05
25	0	3.01024988841504e-07	2	74	GO:0005581	collagen trimer	3.26612112893032e-05
26	0	1.68281006171239e-06	2	204	GO:0005604;GO:0044420	extracellular matrix part	0.00012172326113053
27	0	6.97850259277927e-06	2	647	GO:0005615	extracellular space	0.000378583765658275
23	0	9.67827616612869e-06	1	799	GO:0005576	extracellular region	0.000420037185609985
24	0	1.51382865541282e-05	2	238	GO:0005578	proteinaceous extracellular matrix	0.000547501363707637
50	0	0.000355230472836915	3	222	GO:0005788	endoplasmic reticulum lumen	0.0110121446579444
194	0	0.000625841367246061	1	421	GO:0045202	synapse	0.0169759470865494
98	0	0.00103510587839705	2	69	GO:0016529	sarcoplasmic reticulum	0.0249575528457955
84	0	0.00342547464130094	2	424	GO:0009986	cell surface	0.0674660165262508
103	0	0.00379542669737288	3	117	GO:0019897	extrinsic component of plasma membrane	0.0674660165262508
171	0	0.00417366776344727	2	272	GO:0043235	receptor complex	0.0674660165262508
78	0	0.00418448194853262	3	281	GO:0005925;GO:0005924;GO:0030055	cell-substrate junction	0.0674660165262508
41	0	0.00435264622750005	2	639	GO:0005768	endosome	0.0674660165262508
135	0	0.00486619826624035	2	375	GO:0031253	cell projection membrane	0.0703976682516104
104	0	0.00551290082752756	2	223	GO:0019898	extrinsic component of membrane	0.0747687174733425
63	0	0.00718505357399589	4	642	GO:0005856	cytoskeleton	0.0917150956210064
42	0	0.00845242193150495	5	293	GO:0005769	early endosome	0.101898642174254
132	0	0.0094782468948472	2	94	GO:0031225	anchored component of membrane	0.10825155664115
136	0	0.0116577345887424	2	190	GO:0031256	leading edge membrane	0.126052586033465
