delta.rank	pval	level	nseqs	term	name	p.adj
40	0	0.00626727357442499	3	841	GO:0031410	cytoplasmic vesicle	0.109788089286606
22	0	0.00629689844739816	2	275	GO:0005912;GO:0070161	anchoring junction	0.109788089286606
37	0	0.00641831941356081	3	564	GO:0030659;GO:0012506;GO:0044433	cytoplasmic vesicle part	0.109788089286606
38	0	0.0069706723356575	2	287	GO:0031253	cell projection membrane	0.109788089286606
32	0	0.0169282572750964	1	835	GO:0030054	cell junction	0.213296041666215
21	0	0.0305327447804025	2	311	GO:0005911	cell-cell junction	0.238948160983769
53	0	0.0322197264143684	2	903	GO:0044463	cell projection part	0.238948160983769
16	0	0.0326629514993448	4	597	GO:0005789	endoplasmic reticulum membrane	0.238948160983769
61	0	0.0341354515691098	2	408	GO:0098590	plasma membrane region	0.238948160983769
59	0	0.053704422034142	2	626	GO:0070062;GO:0065010;GO:0043230	extracellular membrane-bounded organelle	0.314067987617353
28	0	0.0588289818728674	2	518	GO:0016023	cytoplasmic membrane-bounded vesicle	0.314067987617353
48	0	0.0598224738318768	2	806	GO:0044432	endoplasmic reticulum part	0.314067987617353
27	0	0.0787729469518483	2	236	GO:0014069	postsynaptic density	0.372557715089386
49	0	0.0827906033531969	2	337	GO:0044441	ciliary part	0.372557715089386
39	0	0.143156465940035	2	210	GO:0031301	integral component of organelle membrane	0.56150737092335
33	0	0.147338434462323	3	226	GO:0030135	coated vesicle	0.56150737092335
2	0	0.163187105213629	2	259	GO:0000151	ubiquitin ligase complex	0.56150737092335
29	0	0.174336596174633	2	272	GO:0016324	apical plasma membrane	0.56150737092335
26	0	0.175995006010799	2	367	GO:0010008;GO:0044440	endosomal part	0.56150737092335
62	0	0.178256308229635	3	739	GO:1902494	catalytic complex	0.56150737092335
