delta.rank	pval	level	nseqs	term	name	p.adj
126	0	0.00231287261071045	2	364	GO:0005912;GO:0070161	anchoring junction	0.496981837818272
218	0	0.00288119034500992	2	52	GO:0030863	cortical cytoskeleton	0.496981837818272
178	0	0.0034592703328418	2	223	GO:0019898	extrinsic component of membrane	0.496981837818272
130	0	0.0197032586778702	3	281	GO:0005925;GO:0005924;GO:0030055	cell-substrate junction	0.998359695749639
219	0	0.0231613521200755	2	24	GO:0030864	cortical actin cytoskeleton	0.998359695749639
240	0	0.0249270477945467	3	29	GO:0031312	extrinsic component of organelle membrane	0.998359695749639
148	0	0.0362456610091489	2	115	GO:0012505	endomembrane system	0.998359695749639
295	0	0.0400783334278773	2	23	GO:0034704	calcium channel complex	0.998359695749639
346	0	0.0456075015148148	2	631	GO:0044429	mitochondrial part	0.998359695749639
360	0	0.0488701553551614	2	117	GO:0044455	mitochondrial membrane part	0.998359695749639
283	0	0.0564593826857156	4	29	GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane	0.998359695749639
355	0	0.0611810173717154	2	127	GO:0044448	cell cortex part	0.998359695749639
150	0	0.0631376625910517	4	296	GO:0014069	postsynaptic density	0.998359695749639
90	0	0.0632612974049423	2	45	GO:0005791	rough endoplasmic reticulum	0.998359695749639
356	0	0.0643657361579131	3	204	GO:0044449	contractile fiber part	0.998359695749639
291	0	0.066328116664083	2	27	GO:0034399	nuclear periphery	0.998359695749639
300	0	0.067230817674726	3	22	GO:0035327	transcriptionally active chromatin	0.998359695749639
143	0	0.0673471160764239	2	40	GO:0009925	basal plasma membrane	0.998359695749639
206	0	0.0694545238838824	4	100	GO:0030658	transport vesicle membrane	0.998359695749639
127	0	0.0700980370600826	3	67	GO:0005913	cell-cell adherens junction	0.998359695749639
