delta.rank	pval	level	nseqs	term	name	p.adj
7	0	0.0010152511105952	5	225	GO:0004175	endopeptidase activity	0.05076255552976
50	0	0.00342873017178571	4	375	GO:0070011;GO:0008233	peptidase activity	0.0857182542946427
15	0	0.00751906743118971	5	537	GO:0005509	calcium ion binding	0.125317790519828
41	0	0.014109907970114	2	581	GO:0038023;GO:0004871;GO:0004872;GO:0060089	receptor activity	0.176373849626425
43	0	0.0316914495396151	2	580	GO:0042803	protein homodimerization activity	0.316914495396151
12	0	0.0736506516692338	3	734	GO:0005102	receptor binding	0.55843101768675
47	0	0.0912848591435547	3	834	GO:0046983	protein dimerization activity	0.55843101768675
6	0	0.093156954430346	2	273	GO:0003779	actin binding	0.55843101768675
9	0	0.100517583183615	2	345	GO:0004842;GO:0019787;GO:0016881;GO:0016879	ligase activity, forming carbon-nitrogen bonds	0.55843101768675
38	0	0.11792766392513	5	226	GO:0031625;GO:0044389	small conjugating protein ligase binding	0.58963831962565
18	0	0.166395513022999	2	323	GO:0008047	enzyme activator activity	0.709716067344808
13	0	0.18452617750965	1	406	GO:0005198	structural molecule activity	0.709716067344808
30	0	0.18452617750965	2	406	GO:0016874	ligase activity	0.709716067344808
19	0	0.242620351064433	3	673	GO:0008092	cytoskeletal protein binding	0.866501253801547
21	0	0.306888375889243	2	716	GO:0008270;GO:0046914	transition metal ion binding	0.940683193289855
10	0	0.316264002471072	2	402	GO:0004888	transmembrane signaling receptor activity	0.940683193289855
39	0	0.328913665781634	3	568	GO:0032403	protein complex binding	0.940683193289855
31	0	0.351020866428023	2	260	GO:0016887	ATPase activity	0.940683193289855
37	0	0.357459613450145	1	584	GO:0030234	enzyme regulator activity	0.940683193289855
48	0	0.377516881495662	3	270	GO:0050839	cell adhesion molecule binding	0.943792203739155
