delta.rank	pval	level	nseqs	term	name	p.adj
3	0	3.74266110462614e-06	5	284	GO:0000904;GO:0000902	cell morphogenesis	0.0009325254766528
208	0	8.82236596021762e-06	4	257	GO:0048638	regulation of developmental growth	0.0009325254766528
234	0	9.68019525937163e-06	2	425	GO:0051240	positive regulation of multicellular organismal process	0.0009325254766528
248	0	1.78252113727195e-05	2	331	GO:0051707	response to other organism	0.00114611819270193
55	0	1.98290344758119e-05	2	516	GO:0007155;GO:0022610	biological adhesion	0.00114611819270193
155	0	3.53411362775007e-05	3	542	GO:0040008	regulation of growth	0.00146527984776966
169	0	3.54912073854244e-05	2	477	GO:0043207;GO:0009607	response to biotic stimulus	0.00146527984776966
247	0	4.15268195608332e-05	1	761	GO:0051704	multi-organism process	0.0015001563566351
20	0	8.85298153202717e-05	3	806	GO:0003008	system process	0.00284279073639539
144	0	0.000102517830203184	3	666	GO:0032989	cellular component morphogenesis	0.00296276529287202
210	0	0.000462194320864519	3	759	GO:0048731	system development	0.0121431053390769
83	0	0.00087381402596833	2	430	GO:0009887	organ morphogenesis	0.0210443544587373
12	0	0.00126221918819882	2	381	GO:0002009;GO:0048729	tissue morphogenesis	0.0258703674726071
219	0	0.00130762617711379	4	598	GO:0050877	neurological system process	0.0258703674726071
221	0	0.00134275263698653	2	256	GO:0051047	positive regulation of secretion	0.0258703674726071
163	0	0.00164434672233887	3	205	GO:0043062	extracellular structure organization	0.0279776227605615
215	0	0.00168161722831165	2	855	GO:0050767;GO:0051960;GO:0060284	regulation of cell development	0.0279776227605615
269	0	0.00179630961809237	4	778	GO:0080134	regulation of response to stress	0.0279776227605615
48	0	0.00183935928183622	2	269	GO:0006979	response to oxidative stress	0.0279776227605615
205	0	0.00195548157818245	2	475	GO:0048598	embryonic morphogenesis	0.0282567088047364
