delta.rank	pval	level	nseqs	term	name	p.adj
50	0	0.00832849892631317	3	583	GO:0007010	cytoskeleton organization	1
123	0	0.013098804347588	2	271	GO:0030155	regulation of cell adhesion	1
185	0	0.0319430972934411	2	332	GO:0044419;GO:0016032;GO:0044403;GO:0044764	interspecies interaction between organisms	1
46	0	0.0340139508803228	2	337	GO:0006955	immune response	1
15	0	0.0410216772734251	2	646	GO:0002682	regulation of immune system process	1
128	0	0.0438970485421217	5	759	GO:0031329;GO:0009894	regulation of catabolic process	1
247	0	0.0445678267767617	1	761	GO:0051704	multi-organism process	1
189	0	0.0560969192649352	2	200	GO:0045087	innate immune response	1
187	0	0.0613694635108639	2	489	GO:0044712	single-organism catabolic process	1
168	0	0.0671165376780896	2	303	GO:0043161;GO:0010498;GO:0030163	protein catabolic process	1
130	0	0.0717274730529395	2	309	GO:0031347	regulation of defense response	1
13	0	0.0725127773670714	2	310	GO:0002252	immune effector process	1
4	0	0.0761393433502406	2	222	GO:0001101	response to acid	1
32	0	0.0765510832853751	5	413	GO:0006511;GO:0019941;GO:0051603;GO:0043632	proteolysis involved in cellular protein catabolic process	1
237	0	0.0863068821176236	2	232	GO:0051260	protein homooligomerization	1
106	0	0.098923852358828	2	657	GO:0016567;GO:0032446;GO:0070647	protein modification by small protein conjugation or removal	1
255	0	0.100631001139428	2	771	GO:0060341	regulation of cellular localization	1
51	0	0.106658897368177	3	452	GO:0007017	microtubule-based process	1
2	0	0.124230396413324	2	265	GO:0000226	microtubule cytoskeleton organization	1
169	0	0.128821754122819	2	477	GO:0043207;GO:0009607	response to biotic stimulus	1
