delta.rank	pval	level	nseqs	term	name	p.adj
58	0	0.0506462614964518	4	207	GO:0007268	synaptic transmission	0.969289958595117
99	0	0.0511291781249179	2	209	GO:0016050	vesicle organization	0.969289958595117
208	0	0.0530596160777486	2	217	GO:0048812	neuron projection morphogenesis	0.969289958595117
221	0	0.0533007826087357	2	218	GO:0051056	regulation of small GTPase mediated signal transduction	0.969289958595117
94	0	0.0535419184256974	2	219	GO:0010720	positive regulation of cell development	0.969289958595117
265	0	0.0569145948904455	3	233	GO:0090066	regulation of anatomical structure size	0.969289958595117
81	0	0.0571552699970189	4	234	GO:0009792;GO:0009790	embryo development	0.969289958595117
262	0	0.0571552699970189	6	234	GO:0071902	positive regulation of protein serine/threonine kinase activity	0.969289958595117
102	0	0.0600409755818884	4	246	GO:0016197	endosomal transport	0.969289958595117
133	0	0.0636418879727407	4	261	GO:0031669;GO:0042594;GO:0031668	cellular response to extracellular stimulus	0.969289958595117
48	0	0.0648406564017321	3	266	GO:0006979	response to oxidative stress	0.969289958595117
176	0	0.0660386569800773	4	271	GO:0043547;GO:0043087;GO:0033124	regulation of GTPase activity	0.969289958595117
195	0	0.0665176422132343	2	273	GO:0046486;GO:0006644	phospholipid metabolic process	0.969289958595117
3	0	0.0684323545848283	5	281	GO:0000904;GO:0000902	cell morphogenesis	0.969289958595117
73	0	0.069628051611235	2	286	GO:0008380	RNA splicing	0.969289958595117
26	0	0.0796415918895315	5	328	GO:0006366	transcription from RNA polymerase II promoter	0.969289958595117
261	0	0.0803547715698074	2	331	GO:0071900	regulation of protein serine/threonine kinase activity	0.969289958595117
201	0	0.0815427900897512	2	336	GO:0048589;GO:0040007	growth	0.969289958595117
150	0	0.0836792884420202	2	345	GO:0034470;GO:0034660	ncRNA metabolic process	0.969289958595117
43	0	0.0888913664869743	2	367	GO:0006897	endocytosis	0.969289958595117
