delta.rank	pval	level	nseqs	term	name	p.adj
49	0	0.0150079421639181	2	337	GO:0044441	ciliary part	0.94550035632684
39	0	0.0804342793551404	2	210	GO:0031301	integral component of organelle membrane	1
23	0	0.0921208744809422	2	403	GO:0005929	cilium	1
41	0	0.11261742150545	4	237	GO:0031965	nuclear membrane	1
13	0	0.134045752793564	2	253	GO:0005769	early endosome	1
18	0	0.150861219416782	2	568	GO:0005815	microtubule organizing center	1
53	0	0.158690121597352	2	903	GO:0044463	cell projection part	1
1	0	0.170032018157619	4	587	GO:0000139;GO:0044431	Golgi apparatus part	1
19	0	0.184565785343102	2	287	GO:0005874	microtubule	1
61	0	0.21134565993988	2	408	GO:0098590	plasma membrane region	1
42	0	0.224168555263228	2	417	GO:0031966	mitochondrial membrane	1
10	0	0.231953112204994	3	316	GO:0005743;GO:0019866	organelle inner membrane	1
54	0	0.235198390311011	2	215	GO:0045121	membrane raft	1
12	0	0.254012149543151	2	661	GO:0005768	endosome	1
48	0	0.288365095271806	2	805	GO:0044432	endoplasmic reticulum part	1
16	0	0.319856851220262	2	596	GO:0005789	endoplasmic reticulum membrane	1
2	0	0.329162903451877	3	259	GO:0000151	ubiquitin ligase complex	1
47	0	0.339751040246022	3	610	GO:0044429	mitochondrial part	1
29	0	0.35726068958176	4	272	GO:0016324	apical plasma membrane	1
14	0	0.397102430712828	2	409	GO:0005773;GO:0005764;GO:0000323	vacuole	1
