delta.rank	pval	level	nseqs	term	name	p.adj
49	0	0.0407774471085854	2	328	GO:0044441	ciliary part	0.915660650015816
2	0	0.085345904206043	3	257	GO:0000151	ubiquitin ligase complex	0.915660650015816
23	0	0.0961290805288747	2	394	GO:0005929	cilium	0.915660650015816
14	0	0.10599062378248	3	403	GO:0005773;GO:0005764;GO:0000323	vacuole	0.915660650015816
18	0	0.128741321629444	2	561	GO:0005815	microtubule organizing center	0.915660650015816
41	0	0.146279320480262	2	234	GO:0031965	nuclear membrane	0.915660650015816
12	0	0.150233100523109	3	652	GO:0005768	endosome	0.915660650015816
21	0	0.150338907989545	2	302	GO:0005911	cell-cell junction	0.915660650015816
17	0	0.175585092957844	3	386	GO:0005813	centrosome	0.915660650015816
13	0	0.177217094664026	2	250	GO:0005769	early endosome	0.915660650015816
60	0	0.203592447996077	3	403	GO:0098590	plasma membrane region	0.915660650015816
29	0	0.216892013646715	2	269	GO:0016324	apical plasma membrane	0.915660650015816
39	0	0.238300410772618	2	209	GO:0031301	integral component of organelle membrane	0.915660650015816
61	0	0.251175618230221	2	731	GO:1902494	catalytic complex	0.915660650015816
4	0	0.265276117420547	1	818	GO:0005576	extracellular region	0.915660650015816
28	0	0.266368490577922	4	513	GO:0016023	cytoplasmic membrane-bounded vesicle	0.915660650015816
33	0	0.277783456076856	2	224	GO:0030135	coated vesicle	0.915660650015816
40	0	0.279262013687927	2	828	GO:0031410	cytoplasmic vesicle	0.915660650015816
34	0	0.280605683069363	4	371	GO:0030424	axon	0.915660650015816
3	0	0.321011776995807	4	240	GO:0000785	chromatin	0.994905330055251
