delta.rank	pval	level	nseqs	term	name	p.adj
1	0	1	2	358	GO:0000977;GO:0000976;GO:0001012	transcription regulatory region sequence-specific DNA binding	1
2	0	1	2	238	GO:0000978;GO:0000987;GO:0001159	core promoter proximal region sequence-specific DNA binding	1
3	0	1	2	531	GO:0000981;GO:0003700;GO:0001071	sequence-specific DNA binding transcription factor activity	1
4	0	1	2	338	GO:0000989;GO:0000988;GO:0003712	protein binding transcription factor activity	1
5	0	1	2	397	GO:0003682	chromatin binding	1
6	0	1	2	277	GO:0003779	actin binding	1
7	0	1	5	226	GO:0004175	endopeptidase activity	1
8	0	1	3	324	GO:0004674	protein serine/threonine kinase activity	1
9	0	1	6	353	GO:0004842;GO:0019787;GO:0016881;GO:0016879	ligase activity, forming carbon-nitrogen bonds	1
10	0	1	3	408	GO:0004888	transmembrane signaling receptor activity	1
11	0	1	4	222	GO:0004930	G-protein coupled receptor activity	1
12	0	1	1	201	GO:0005085	guanyl-nucleotide exchange factor activity	1
13	0	1	3	747	GO:0005102	receptor binding	1
14	0	1	1	410	GO:0005198	structural molecule activity	1
15	0	1	3	223	GO:0005216;GO:0022838;GO:0015267;GO:0022803	passive transmembrane transporter activity	1
16	0	1	3	541	GO:0005509	calcium ion binding	1
17	0	1	5	221	GO:0005525;GO:0032561;GO:0019001	guanyl nucleotide binding	1
18	0	1	3	323	GO:0005543	phospholipid binding	1
19	0	1	2	327	GO:0008047	enzyme activator activity	1
20	0	1	3	680	GO:0008092	cytoskeletal protein binding	1
