delta.rank	pval	level	nseqs	term	name	p.adj
41	0	0.0016540533176982	2	435	GO:0006886	intracellular protein transport	0.469751142226289
99	0	0.0114075980781853	3	209	GO:0016050	vesicle organization	0.886421657424529
282	0	0.012018059689901	2	871	GO:1902582	single-organism intracellular transport	0.886421657424529
221	0	0.0141361452715106	4	218	GO:0051056	regulation of small GTPase mediated signal transduction	0.886421657424529
153	0	0.0177537708827828	3	840	GO:0035556	intracellular signal transduction	0.886421657424529
104	0	0.0235101663588424	2	602	GO:0016482	cytoplasmic transport	0.886421657424529
167	0	0.0255116307652367	2	302	GO:0043161;GO:0010498;GO:0030163	protein catabolic process	0.886421657424529
226	0	0.0255791971341365	3	482	GO:0051129	negative regulation of cellular component organization	0.886421657424529
98	0	0.0365791489734486	3	844	GO:0015031	protein transport	0.886421657424529
176	0	0.040183264622121	5	271	GO:0043547;GO:0043087;GO:0033124	regulation of GTP catabolic process	0.886421657424529
180	0	0.0523982978678763	2	608	GO:0044087	regulation of cellular component biogenesis	0.886421657424529
29	0	0.0587535931982335	2	757	GO:0006461	protein complex assembly	0.886421657424529
60	0	0.0626200066366071	3	426	GO:0007346	regulation of mitotic cell cycle	0.886421657424529
212	0	0.0655112720699548	2	840	GO:0050767;GO:0051960;GO:0060284	regulation of cell development	0.886421657424529
119	0	0.0663787022086517	2	701	GO:0030030	cell projection organization	0.886421657424529
12	0	0.0728041920951887	3	374	GO:0002009;GO:0048729	tissue morphogenesis	0.886421657424529
205	0	0.0785017166226892	3	254	GO:0048638	regulation of developmental growth	0.886421657424529
59	0	0.0845966157074826	3	322	GO:0007283;GO:0048232;GO:0007276	gamete generation	0.886421657424529
75	0	0.0858872550829446	2	388	GO:0009118;GO:0033121;GO:0030811;GO:1900542;GO:0006140	regulation of nucleotide metabolic process	0.886421657424529
45	0	0.088335249531316	2	457	GO:0006952	defense response	0.886421657424529
