delta.rank	pval	level	nseqs	term	name	p.adj
4	0	4.30486288722279e-05	1	818	GO:0005576	extracellular region	0.00266901499007813
5	0	0.00473761340186434	2	503	GO:0005615	extracellular space	0.106013343015152
24	0	0.00512967788782992	3	207	GO:0005938	cell cortex	0.106013343015152
53	0	0.00714899911062138	2	887	GO:0044463	cell projection part	0.110809486214631
12	0	0.0142506078916634	3	652	GO:0005768	endosome	0.176707537856626
45	0	0.020210380231815	2	399	GO:0044297;GO:0043025	cell body	0.208840595728755
27	0	0.0319447866477652	2	233	GO:0014069	postsynaptic density	0.282939538880206
35	0	0.0411408596862264	2	382	GO:0030425	dendrite	0.318841662568255
44	0	0.0558874435236937	3	788	GO:0043005	neuron projection	0.366766616196761
38	0	0.0708255705964754	2	284	GO:0031253	cell projection membrane	0.366766616196761
52	0	0.0717327701767709	1	504	GO:0044456	synapse part	0.366766616196761
26	0	0.0753823354034659	4	360	GO:0010008;GO:0044440	endosomal part	0.366766616196761
40	0	0.0769026775896434	2	828	GO:0031410	cytoplasmic vesicle	0.366766616196761
25	0	0.0870198072386127	2	300	GO:0009986	cell surface	0.368604428903908
21	0	0.0891784908638488	2	302	GO:0005911	cell-cell junction	0.368604428903908
58	0	0.0974448081317145	3	616	GO:0070062;GO:0065010;GO:0043230	extracellular membrane-bounded organelle	0.377598631510394
13	0	0.113665411083666	5	250	GO:0005769	early endosome	0.404557844272721
60	0	0.118704206018892	2	403	GO:0098590	plasma membrane region	0.404557844272721
32	0	0.129448605562233	1	819	GO:0030054	cell junction	0.404557844272721
56	0	0.132783015446352	4	494	GO:0048471	perinuclear region of cytoplasm	0.404557844272721
