delta.rank	pval	level	nseqs	term	name	p.adj
93	0	6.62891605033037e-05	3	761	GO:0008092	cytoskeletal protein binding	0.0143445890789094
223	0	0.000118550322966193	3	444	GO:0050839	cell adhesion molecule binding	0.0143445890789094
231	0	0.000193779765383798	5	84	GO:0051393;GO:0042805	actinin binding	0.0156315677409597
224	0	0.000542938741315404	2	175	GO:0051015	actin filament binding	0.0291429366426164
164	0	0.000620111472219035	3	160	GO:0019838	growth factor binding	0.0291429366426164
191	0	0.000793681526665327	3	688	GO:0032403	protein complex binding	0.0291429366426164
75	0	0.000842977506191384	2	115	GO:0005201	extracellular matrix structural constituent	0.0291429366426164
225	0	0.00131907566215199	2	343	GO:0051020;GO:0031267;GO:0017016	GTPase binding	0.0384359832062848
34	0	0.00142943739196927	4	325	GO:0003779	actin binding	0.0384359832062848
15	0	0.0017203220868378	2	159	GO:0001664	G-protein coupled receptor binding	0.0416317945014748
214	0	0.00201923577202409	4	274	GO:0045296	cadherin binding	0.04442318698453
221	0	0.00412293240251073	3	57	GO:0048306	calcium-dependent protein binding	0.078870268207452
70	0	0.00423683258965651	2	88	GO:0005089	Rho guanyl-nucleotide exchange factor activity	0.078870268207452
235	0	0.00533113128318244	2	143	GO:0061134	peptidase regulator activity	0.0886842692538743
109	0	0.00549695883805006	2	60	GO:0008307	structural constituent of muscle	0.0886842692538743
80	0	0.00694970862367589	2	612	GO:0005509	calcium ion binding	0.0977270121673347
155	0	0.00700887085061485	3	95	GO:0017048	Rho GTPase binding	0.0977270121673347
73	0	0.00726895131823151	1	435	GO:0005198	structural molecule activity	0.0977270121673347
60	0	0.009120620482914	3	99	GO:0004866;GO:0030414;GO:0061135	endopeptidase regulator activity	0.116167902992905
63	0	0.0101396705776701	1	651	GO:0004872	receptor activity	0.122690013989808
