delta.rank	pval	level	nseqs	term	name	p.adj
194	0	0.000209631467637829	1	421	GO:0045202	synapse	0.0422468239890976
23	0	0.000657398233927572	1	799	GO:0005576	extracellular region	0.0422468239890976
130	0	0.000787598790481527	1	333	GO:0031012	extracellular matrix	0.0422468239890976
18	0	0.00089179936554381	2	71	GO:0001725;GO:0032432;GO:0042641	actomyosin	0.0422468239890976
26	0	0.000973429124172756	2	204	GO:0005604;GO:0044420	extracellular matrix part	0.0422468239890976
90	0	0.00167679338652402	2	789	GO:0016023;GO:0031410	cytoplasmic vesicle	0.0606440274792854
27	0	0.0026416404772778	2	647	GO:0005615	extracellular space	0.0740596476521224
120	0	0.00293416748180149	4	100	GO:0030658	transport vesicle membrane	0.0740596476521224
136	0	0.00324168628803725	2	190	GO:0031256	leading edge membrane	0.0740596476521224
74	0	0.00385319355576117	2	396	GO:0005911	cell-cell junction	0.0740596476521224
135	0	0.00387983862906016	2	375	GO:0031253	cell projection membrane	0.0740596476521224
22	0	0.00437142623198061	4	58	GO:0002102	podosome	0.0740596476521224
156	0	0.00458255682459559	2	317	GO:0033267	axon part	0.0740596476521224
24	0	0.00498384817349752	2	238	GO:0005578	proteinaceous extracellular matrix	0.0740596476521224
75	0	0.00545350782207991	2	364	GO:0005912;GO:0070161	anchoring junction	0.0740596476521224
127	0	0.00546061918172331	4	109	GO:0030673;GO:0032589	neuron projection membrane	0.0740596476521224
104	0	0.00610544059688814	2	223	GO:0019898	extrinsic component of membrane	0.0757009559534754
185	0	0.00627934196849105	2	204	GO:0044449	contractile fiber part	0.0757009559534754
41	0	0.00684326453708183	3	639	GO:0005768	endosome	0.0781572844498293
117	0	0.00885243721591232	3	212	GO:0030426;GO:0030427	site of polarized growth	0.0960489437926487
