delta.rank	pval	level	nseqs	term	name	p.adj
39	0	0.0725951154585368	3	568	GO:0032403	protein complex binding	1
7	0	0.0878810800702917	2	225	GO:0004175	endopeptidase activity	1
19	0	0.0924335471086986	3	673	GO:0008092	cytoskeletal protein binding	1
50	0	0.0986132575449998	4	375	GO:0070011;GO:0008233	peptidase activity	1
30	0	0.134259551555838	2	406	GO:0016874	ligase activity	1
9	0	0.154925730815775	2	345	GO:0004842;GO:0019787;GO:0016881;GO:0016879	ligase activity, forming carbon-nitrogen bonds	1
6	0	0.159996822283821	2	273	GO:0003779	actin binding	1
27	0	0.162813804985984	2	507	GO:0016491	oxidoreductase activity	1
16	0	0.203876713610121	5	221	GO:0005525;GO:0032561;GO:0019001	guanyl nucleotide binding	1
25	0	0.267764737972615	2	249	GO:0015631	tubulin binding	1
28	0	0.294055478031708	2	685	GO:0016772	transferase activity, transferring phosphorus-containing groups	1
20	0	0.330362070438203	2	360	GO:0008134	transcription factor binding	1
21	0	0.341130224856342	6	716	GO:0008270;GO:0046914	transition metal ion binding	1
12	0	0.36912087176012	3	734	GO:0005102	receptor binding	1
23	0	0.378654480732807	2	295	GO:0008324;GO:0046873;GO:0022890	cation transmembrane transporter activity	1
26	0	0.379861612020124	2	561	GO:0016301;GO:0004672;GO:0016773	kinase activity	1
10	0	0.419980674989409	3	402	GO:0004888	transmembrane signaling receptor activity	1
38	0	0.428613815520071	5	226	GO:0031625;GO:0044389	small conjugating protein ligase binding	1
33	0	0.432515732640465	4	499	GO:0017111;GO:0016462;GO:0016818;GO:0016817	pyrophosphatase activity	1
8	0	0.443811688927644	4	322	GO:0004674	protein serine/threonine kinase activity	1
