delta.rank	pval	level	nseqs	term	name	p.adj
87	0	0.00117928543788115	2	825	GO:0009968;GO:0010648;GO:0023057	negative regulation of cell communication	0.340813491547652
249	0	0.00540451141872648	4	762	GO:0051726	regulation of cell cycle	0.527252311640235
170	0	0.00754970729040519	2	261	GO:0043254	regulation of protein complex assembly	0.527252311640235
193	0	0.00840676318936058	2	202	GO:0045786	negative regulation of cell cycle	0.527252311640235
120	0	0.00945310167422896	2	715	GO:0030030	cell projection organization	0.527252311640235
137	0	0.0130129498101046	6	475	GO:0032269;GO:0051248	negative regulation of protein metabolic process	0.527252311640235
212	0	0.0150458167135131	4	433	GO:0048858;GO:0032990	cell part morphogenesis	0.527252311640235
190	0	0.0192491805884951	2	433	GO:0045596	negative regulation of cell differentiation	0.527252311640235
60	0	0.020186616097792	5	331	GO:0007283;GO:0048232;GO:0007276	gamete generation	0.527252311640235
228	0	0.022624538326063	2	753	GO:0051094	positive regulation of developmental process	0.527252311640235
123	0	0.0229861443743842	4	271	GO:0030155	regulation of cell adhesion	0.527252311640235
242	0	0.0237011442939547	2	435	GO:0051345	positive regulation of hydrolase activity	0.527252311640235
211	0	0.0252804033357582	2	220	GO:0048812	neuron projection morphogenesis	0.527252311640235
197	0	0.0279209629427673	2	686	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	0.527252311640235
144	0	0.0299700112608745	2	666	GO:0032989	cellular component morphogenesis	0.527252311640235
191	0	0.0300230409604809	2	511	GO:0045597	positive regulation of cell differentiation	0.527252311640235
289	0	0.0333422532972079	3	231	GO:2001233	regulation of apoptotic signaling pathway	0.527252311640235
158	0	0.0334662828209888	5	324	GO:0042326;GO:0045936;GO:0010563	negative regulation of phosphate metabolic process	0.527252311640235
284	0	0.0346636467860362	2	354	GO:1902532	negative regulation of intracellular signal transduction	0.527252311640235
225	0	0.0394529390557654	2	221	GO:0051056	regulation of small GTPase mediated signal transduction	0.540383662458218
