delta.rank	pval	level	nseqs	term	name	p.adj
4	0	6.81128044885374e-06	1	818	GO:0005576	extracellular region	0.000422299387828932
53	0	0.00183489693141762	2	887	GO:0044463	cell projection part	0.0548686982859781
5	0	0.00265493701383765	2	503	GO:0005615	extracellular space	0.0548686982859781
32	0	0.00727278917840233	1	819	GO:0030054	cell junction	0.109207303124202
12	0	0.00880704057453239	2	652	GO:0005768	endosome	0.109207303124202
25	0	0.0137319041367799	2	300	GO:0009986	cell surface	0.141896342746726
26	0	0.02684278038578	3	360	GO:0010008;GO:0044440	endosomal part	0.210123430799046
13	0	0.027112700748264	2	250	GO:0005769	early endosome	0.210123430799046
38	0	0.0372271371206351	2	284	GO:0031253	cell projection membrane	0.256453611275486
27	0	0.0452526947605148	3	233	GO:0014069	postsynaptic density	0.269182443398682
8	0	0.0477581754417017	2	346	GO:0005694	chromosome	0.269182443398682
44	0	0.0542098157349403	2	788	GO:0043005	neuron projection	0.280084047963858
22	0	0.0678344286368252	3	270	GO:0005912;GO:0070161	anchoring junction	0.323518044267936
28	0	0.0734661479538781	2	513	GO:0016023	cytoplasmic membrane-bounded vesicle	0.325350083795746
30	0	0.102387115170404	2	525	GO:0016604	nuclear body	0.399085107349657
55	0	0.110471606934134	1	518	GO:0045202	synapse	0.399085107349657
24	0	0.112575655124604	4	207	GO:0005938	cell cortex	0.399085107349657
20	0	0.119769685046522	3	591	GO:0005887	integral component of plasma membrane	0.399085107349657
54	0	0.131773280932975	2	211	GO:0045121	membrane raft	0.399085107349657
40	0	0.133396301959892	3	828	GO:0031410	cytoplasmic vesicle	0.399085107349657
