delta.rank	pval	level	nseqs	term	name	p.adj
19	0	0.00192804713434909	2	327	GO:0008047	enzyme activator activity	0.0611887180633952
39	0	0.00282310277308259	2	238	GO:0030695;GO:0060589	nucleoside-triphosphatase regulator activity	0.0611887180633952
38	0	0.00346351234321105	1	593	GO:0030234	enzyme regulator activity	0.0611887180633952
42	0	0.0061982582847585	2	218	GO:0035091	phosphatidylinositol binding	0.0821269222730501
3	0	0.0158131458072467	2	531	GO:0000981;GO:0003700;GO:0001071	sequence-specific DNA binding transcription factor activity	0.167619345556815
41	0	0.0505703807472454	3	577	GO:0032403	protein complex binding	0.361627708316999
5	0	0.0522977705671383	2	397	GO:0003682	chromatin binding	0.361627708316999
18	0	0.0545853144629432	2	323	GO:0005543	phospholipid binding	0.361627708316999
52	0	0.0821359747850721	2	276	GO:0050839	cell adhesion molecule binding	0.483689629289869
33	0	0.099360859836973	2	292	GO:0017016;GO:0031267;GO:0051020	GTPase binding	0.523037742491671
6	0	0.112438279780065	2	277	GO:0003779	actin binding	0.523037742491671
35	0	0.118423639809435	5	466	GO:0019901;GO:0019900	kinase binding	0.523037742491671
36	0	0.13482091211164	3	513	GO:0019904	protein domain specific binding	0.549654487839763
23	0	0.194160218027065	2	481	GO:0008289	lipid binding	0.632798209810815
16	0	0.197602020632489	2	541	GO:0005509	calcium ion binding	0.632798209810815
49	0	0.199149232995282	2	303	GO:0046982	protein heterodimerization activity	0.632798209810815
21	0	0.212609761200758	2	361	GO:0008134	transcription factor binding	0.632798209810815
46	0	0.228661101194631	2	551	GO:0043565	sequence-specific DNA binding	0.632798209810815
37	0	0.245098976844731	2	586	GO:0022892;GO:0005215	transporter activity	0.632798209810815
20	0	0.248842153648915	3	680	GO:0008092	cytoskeletal protein binding	0.632798209810815
