delta.rank	pval	level	nseqs	term	name	p.adj
28	0	0.0276749544385744	3	513	GO:0016023	cytoplasmic membrane-bounded vesicle	0.439805461829148
24	0	0.0304669377498195	2	207	GO:0005938	cell cortex	0.439805461829148
9	0	0.0351677318138394	3	623	GO:0005730	nucleolus	0.439805461829148
32	0	0.0395918618769646	1	819	GO:0030054	cell junction	0.439805461829148
35	0	0.0416792673165616	3	382	GO:0030425	dendrite	0.439805461829148
40	0	0.0425618188866917	2	828	GO:0031410	cytoplasmic vesicle	0.439805461829148
44	0	0.0648225228693683	2	788	GO:0043005	neuron projection	0.574142345414405
19	0	0.0891033340650464	2	281	GO:0005874	microtubule	0.651282232012995
37	0	0.0945409691631767	2	554	GO:0030659;GO:0012506;GO:0044433	cytoplasmic vesicle part	0.651282232012995
25	0	0.10994956920514	2	300	GO:0009986	cell surface	0.681687329071868
33	0	0.12177490314573	2	224	GO:0030135	coated vesicle	0.682472404437544
5	0	0.132091433116944	2	503	GO:0005615	extracellular space	0.682472404437544
58	0	0.148057303316558	4	616	GO:0070062;GO:0065010;GO:0043230	extracellular membrane-bounded organelle	0.706119446586661
22	0	0.19575879580782	3	270	GO:0005912;GO:0070161	anchoring junction	0.779597362327157
34	0	0.205853087442651	4	371	GO:0030424	axon	0.779597362327157
53	0	0.214386764078247	2	887	GO:0044463	cell projection part	0.779597362327157
6	0	0.237211952327874	2	594	GO:0005622	intracellular	0.779597362327157
56	0	0.240552538690026	2	494	GO:0048471	perinuclear region of cytoplasm	0.779597362327157
45	0	0.249815124642611	2	399	GO:0044297;GO:0043025	cell body	0.779597362327157
21	0	0.253893687243955	2	302	GO:0005911	cell-cell junction	0.779597362327157
