delta.rank	pval	level	nseqs	term	name	p.adj
4	0	2.76084824755161e-08	1	833	GO:0005576	extracellular region	1.73933439595751e-06
5	0	0.000146270813976187	2	508	GO:0005615	extracellular space	0.00460753064024989
59	0	0.00323528128509147	4	625	GO:0070062;GO:0065010;GO:0043230	extracellular membrane-bounded organelle	0.0679409069869209
25	0	0.00711586874823698	2	305	GO:0009986	cell surface	0.104519115539215
24	0	0.0082951678999377	2	208	GO:0005938	cell cortex	0.104519115539215
56	0	0.0303059532277591	2	201	GO:0045211	postsynaptic membrane	0.318212508891471
32	0	0.0372689643546499	1	835	GO:0030054	cell junction	0.335420679191849
27	0	0.0469962865837812	4	236	GO:0014069	postsynaptic density	0.361817292984722
58	0	0.0516881847121031	2	539	GO:0070013;GO:0043233;GO:0031974	membrane-enclosed lumen	0.361817292984722
60	0	0.0770933803938722	2	277	GO:0097060	synaptic membrane	0.485688296481395
38	0	0.0970394364727937	2	287	GO:0031253	cell projection membrane	0.555771317980546
13	0	0.128329036695647	4	253	GO:0005769	early endosome	0.651454220322873
8	0	0.13957558111971	2	353	GO:0005694	chromosome	0.651454220322873
45	0	0.144767604516194	2	404	GO:0044297;GO:0043025	cell body	0.651454220322873
3	0	0.170668598681549	2	243	GO:0000785	chromatin	0.716808114462506
43	0	0.219771832075465	3	232	GO:0033267	axon part	0.84350291483662
54	0	0.252269701259147	2	215	GO:0045121	membrane raft	0.84350291483662
9	0	0.268409666896024	2	630	GO:0005730	nucleolus	0.84350291483662
34	0	0.280035657038974	3	374	GO:0030424	axon	0.84350291483662
55	0	0.281363253366295	1	530	GO:0045202	synapse	0.84350291483662
