delta.rank	pval	level	nseqs	term	name	p.adj
247	0	0.000337170260617269	1	761	GO:0051704	multi-organism process	0.0974422053183907
55	0	0.00220036559080396	2	516	GO:0007155;GO:0022610	biological adhesion	0.295811564339388
169	0	0.00307070828033967	2	477	GO:0043207;GO:0009607	response to biotic stimulus	0.295811564339388
248	0	0.00461738565304637	3	331	GO:0051707	response to other organism	0.3336061134326
192	0	0.0103371436338899	7	615	GO:0045664;GO:0010975;GO:0031344	regulation of cell projection organization	0.510020397601451
49	0	0.0112484448987009	3	213	GO:0007005	mitochondrion organization	0.510020397601451
129	0	0.0136973074761074	3	275	GO:0031346	positive regulation of cell projection organization	0.510020397601451
285	0	0.0149239018917105	2	579	GO:1902533	positive regulation of intracellular signal transduction	0.510020397601451
195	0	0.0180105799943374	2	406	GO:0045860;GO:0033674;GO:0051347	positive regulation of transferase activity	0.510020397601451
218	0	0.0215797490982005	4	299	GO:0050804	regulation of synaptic transmission	0.510020397601451
234	0	0.0239186887555284	2	425	GO:0051240	positive regulation of multicellular organismal process	0.510020397601451
231	0	0.0251953648787468	2	824	GO:0051130	positive regulation of cellular component organization	0.510020397601451
208	0	0.0284148245289497	4	257	GO:0048638	regulation of developmental growth	0.510020397601451
215	0	0.0340513131939269	3	855	GO:0050767;GO:0051960;GO:0060284	regulation of cell development	0.510020397601451
185	0	0.0370706691867257	2	332	GO:0044419;GO:0016032;GO:0044403;GO:0044764	interspecies interaction between organisms	0.510020397601451
96	0	0.0402148330651058	5	277	GO:0010769	regulation of cell morphogenesis involved in differentiation	0.510020397601451
45	0	0.0412699009374883	3	466	GO:0006952	defense response	0.510020397601451
176	0	0.0422255256340255	2	280	GO:0043434;GO:1901652	response to peptide	0.510020397601451
86	0	0.0427341941023908	3	880	GO:0009967	positive regulation of signal transduction	0.510020397601451
64	0	0.0441944298059558	4	224	GO:0007411;GO:0097485	neuron projection guidance	0.510020397601451
