delta.rank	pval	level	nseqs	term	name	p.adj
10	0	0.000349952282325979	2	408	GO:0004888	transmembrane signaling receptor activity	0.0106744941540775
43	0	0.000402811100153867	2	590	GO:0038023;GO:0004871;GO:0004872;GO:0060089	receptor activity	0.0106744941540775
16	0	0.00432522389917672	3	541	GO:0005509	calcium ion binding	0.0764122888854554
53	0	0.0174537452113931	3	379	GO:0070011;GO:0008233	peptidase activity	0.231262124050959
52	0	0.0338597125304626	2	276	GO:0050839	cell adhesion molecule binding	0.358912952822904
5	0	0.0479958329255395	2	397	GO:0003682	chromatin binding	0.423963190842266
13	0	0.0797394631361082	2	747	GO:0005102	receptor binding	0.591388532752628
7	0	0.0900259620516159	5	226	GO:0004175	endopeptidase activity	0.591388532752628
14	0	0.100424467825918	1	410	GO:0005198	structural molecule activity	0.591388532752628
27	0	0.130057267574071	4	566	GO:0016301;GO:0004672;GO:0016773	kinase activity	0.689303518142576
12	0	0.144453832458213	1	201	GO:0005085	guanyl-nucleotide exchange factor activity	0.694951875898322
20	0	0.165430558335206	2	680	GO:0008092	cytoskeletal protein binding	0.694951875898322
6	0	0.170867479329815	2	277	GO:0003779	actin binding	0.694951875898322
45	0	0.183572193633519	2	591	GO:0042803	protein homodimerization activity	0.694951875898322
4	0	0.217443434041617	2	338	GO:0000989;GO:0000988;GO:0003712	protein binding transcription factor activity	0.768300133613713
29	0	0.248626552990315	3	691	GO:0016772	transferase activity, transferring phosphorus-containing groups	0.778891524357474
22	0	0.259147969228865	6	546	GO:0008270	zinc ion binding	0.778891524357474
19	0	0.264529196951595	2	327	GO:0008047	enzyme activator activity	0.778891524357474
39	0	0.298177099372643	3	238	GO:0030695;GO:0060589	nucleoside-triphosphatase regulator activity	0.831757171934215
41	0	0.356319254278644	2	577	GO:0032403	protein complex binding	0.930454933544082
