delta.rank	pval	level	nseqs	term	name	p.adj
55	0	0.000480705344506774	2	516	GO:0007155;GO:0022610	biological adhesion	0.107416897450232
135	0	0.000743369532527559	3	487	GO:0032101	regulation of response to external stimulus	0.107416897450232
96	0	0.0025416891957863	4	277	GO:0010769	regulation of cell morphogenesis involved in differentiation	0.152572113129423
163	0	0.00313667770575745	2	205	GO:0043062	extracellular structure organization	0.152572113129423
3	0	0.00338818265151774	3	284	GO:0000904;GO:0000902	cell morphogenesis	0.152572113129423
86	0	0.00398280993821181	5	880	GO:0009967	positive regulation of signal transduction	0.152572113129423
117	0	0.00403365949026703	2	697	GO:0022603	regulation of anatomical structure morphogenesis	0.152572113129423
126	0	0.00442226845593877	3	352	GO:0030335;GO:2000147;GO:0040017;GO:0051272	positive regulation of locomotion	0.152572113129423
144	0	0.00570810108607435	3	666	GO:0032989	cellular component morphogenesis	0.152572113129423
118	0	0.00594103685092867	2	403	GO:0022604	regulation of cell morphogenesis	0.152572113129423
285	0	0.00615346830840555	2	579	GO:1902533	positive regulation of intracellular signal transduction	0.152572113129423
215	0	0.00633517424758849	3	855	GO:0050767;GO:0051960;GO:0060284	regulation of cell development	0.152572113129423
235	0	0.00797828205063805	2	266	GO:0051241	negative regulation of multicellular organismal process	0.166178976547626
130	0	0.00855151004493704	2	309	GO:0031347	regulation of defense response	0.166178976547626
228	0	0.00862520639520549	2	753	GO:0051094	positive regulation of developmental process	0.166178976547626
239	0	0.00989425977521844	3	442	GO:0051301	cell division	0.178715067189883
191	0	0.0106061056313728	2	511	GO:0045597	positive regulation of cell differentiation	0.180303795733338
155	0	0.0130817948529685	3	542	GO:0040008	regulation of growth	0.191401601824464
180	0	0.013355414505327	2	344	GO:0044057	regulation of system process	0.191401601824464
211	0	0.0138845497592673	3	220	GO:0048812	neuron projection morphogenesis	0.191401601824464
