delta.rank	pval	level	nseqs	term	name	p.adj
16	0	1.95871947328446e-05	2	541	GO:0005509	calcium ion binding	0.000726580683357512
43	0	2.74181389946231e-05	2	590	GO:0038023;GO:0004871;GO:0004872;GO:0060089	receptor activity	0.000726580683357512
10	0	0.000946661036872181	2	408	GO:0004888	transmembrane signaling receptor activity	0.0167243449847419
52	0	0.001540740646924	3	276	GO:0050839	cell adhesion molecule binding	0.020414813571743
14	0	0.00294249771313004	1	410	GO:0005198	structural molecule activity	0.0272323478504295
13	0	0.00308290730382221	3	747	GO:0005102	receptor binding	0.0272323478504295
7	0	0.00995409784250087	2	226	GO:0004175	endopeptidase activity	0.0753667408075066
6	0	0.0232362279988859	4	277	GO:0003779	actin binding	0.153940010492619
53	0	0.0339546374619772	2	379	GO:0070011;GO:0008233	peptidase activity	0.199955087276088
40	0	0.0383097767149275	2	232	GO:0031625;GO:0044389	small conjugating protein ligase binding	0.203041816589116
36	0	0.0461535062425257	3	513	GO:0019904	protein domain specific binding	0.222375984623078
20	0	0.077334991196418	3	680	GO:0008092	cytoskeletal protein binding	0.340953001124054
44	0	0.0853674013830953	2	212	GO:0042578	phosphoric ester hydrolase activity	0.340953001124054
5	0	0.0900630569006936	2	397	GO:0003682	chromatin binding	0.340953001124054
45	0	0.10305273577538	2	591	GO:0042803	protein homodimerization activity	0.364119666406343
22	0	0.117524335554516	3	546	GO:0008270	zinc ion binding	0.371811542929208
12	0	0.119260306222576	1	201	GO:0005085	guanyl-nucleotide exchange factor activity	0.371811542929208
41	0	0.151195934266106	3	577	GO:0032403	protein complex binding	0.445188028672423
27	0	0.185026370717185	4	566	GO:0016301;GO:0004672;GO:0016773	kinase activity	0.489058432843876
30	0	0.190242460535755	3	455	GO:0016788	hydrolase activity, acting on ester bonds	0.489058432843876
