delta.rank	pval	level	nseqs	term	name	p.adj
41	0	0.000112622588933419	2	581	GO:0038023;GO:0004871;GO:0004872;GO:0060089	receptor activity	0.00563112944667095
10	0	0.000400559167548462	2	402	GO:0004888	transmembrane signaling receptor activity	0.0100139791887116
19	0	0.00204728836444991	2	673	GO:0008092	cytoskeletal protein binding	0.0341214727408318
15	0	0.00502748559981244	3	537	GO:0005509	calcium ion binding	0.0563537111147949
13	0	0.00638346351521767	1	406	GO:0005198	structural molecule activity	0.0563537111147949
35	0	0.00676244533377539	3	507	GO:0019904	protein domain specific binding	0.0563537111147949
28	0	0.0102705823373879	3	685	GO:0016772	transferase activity, transferring phosphorus-containing groups	0.0733613024099136
32	0	0.0306733586454952	4	285	GO:0017016;GO:0031267;GO:0051020	GTPase binding	0.191708491534345
7	0	0.0355952444104765	2	225	GO:0004175	endopeptidase activity	0.197751357835981
12	0	0.0486603686837253	2	734	GO:0005102	receptor binding	0.243301843418627
26	0	0.0674941025874232	4	561	GO:0016301;GO:0004672;GO:0016773	kinase activity	0.29315426544554
25	0	0.0716308004320608	4	249	GO:0015631	tubulin binding	0.29315426544554
34	0	0.0764929054356077	5	459	GO:0019901;GO:0019900	kinase binding	0.29315426544554
39	0	0.0820831943247511	3	568	GO:0032403	protein complex binding	0.29315426544554
6	0	0.125119141852931	3	273	GO:0003779	actin binding	0.417063806176437
11	0	0.139626671943373	2	219	GO:0004930	G-protein coupled receptor activity	0.436333349823041
48	0	0.209171092689971	3	270	GO:0050839	cell adhesion molecule binding	0.615209096146974
21	0	0.235562203092964	2	716	GO:0008270;GO:0046914	transition metal ion binding	0.623060358956798
50	0	0.243491608655431	4	375	GO:0070011;GO:0008233	peptidase activity	0.623060358956798
43	0	0.261520558193929	2	580	GO:0042803	protein homodimerization activity	0.623060358956798
