delta.rank	pval	level	nseqs	term	name	p.adj
19	0	0.000324506822492925	3	673	GO:0008092	cytoskeletal protein binding	0.0162253411246463
41	0	0.00415176065649967	2	581	GO:0038023;GO:0004871;GO:0004872;GO:0060089	receptor activity	0.0738219279619772
32	0	0.00442931567771863	6	285	GO:0017016;GO:0031267;GO:0051020	GTPase binding	0.0738219279619772
15	0	0.00626756596363766	4	537	GO:0005509	calcium ion binding	0.0783445745454708
10	0	0.0109631334702889	2	402	GO:0004888	transmembrane signaling receptor activity	0.0950777411921083
6	0	0.011409328943053	4	273	GO:0003779	actin binding	0.0950777411921083
25	0	0.018104084773027	2	249	GO:0015631	tubulin binding	0.129314891235907
39	0	0.023448847381357	3	568	GO:0032403	protein complex binding	0.146555296133481
48	0	0.0369359273523217	3	270	GO:0050839	cell adhesion molecule binding	0.205199596401787
28	0	0.0479375828889604	2	685	GO:0016772	transferase activity, transferring phosphorus-containing groups	0.239687914444802
43	0	0.0706737074216729	2	580	GO:0042803	protein homodimerization activity	0.321244124643968
21	0	0.0818176406053004	6	716	GO:0008270;GO:0046914	transition metal ion binding	0.340093773720531
13	0	0.0921412026561753	1	406	GO:0005198	structural molecule activity	0.340093773720531
7	0	0.0952262566417488	5	225	GO:0004175	endopeptidase activity	0.340093773720531
12	0	0.14631344585821	3	734	GO:0005102	receptor binding	0.487711486194033
26	0	0.203430240523549	2	561	GO:0016301;GO:0004672;GO:0016773	kinase activity	0.635719501636091
47	0	0.218295045208209	3	834	GO:0046983	protein dimerization activity	0.642044250612379
38	0	0.249662185749363	5	226	GO:0031625;GO:0044389	small conjugating protein ligase binding	0.693506071526008
34	0	0.302240173791305	2	459	GO:0019901;GO:0019900	kinase binding	0.795368878398171
50	0	0.422073007902053	2	375	GO:0070011;GO:0008233	peptidase activity	0.951908164155815
