delta.rank	pval	level	nseqs	term	name	p.adj
41	0	0.0311831692857027	4	237	GO:0031965	nuclear membrane	0.994175849187382
11	0	0.044580525524768	3	233	GO:0005765	lysosomal membrane	0.994175849187382
13	0	0.0715165304948785	4	253	GO:0005769	early endosome	0.994175849187382
24	0	0.0994827062300554	3	208	GO:0005938	cell cortex	0.994175849187382
28	0	0.11248089626216	2	518	GO:0016023	cytoplasmic membrane-bounded vesicle	0.994175849187382
57	0	0.13165710442361	3	504	GO:0048471	perinuclear region of cytoplasm	0.994175849187382
39	0	0.153856894852104	2	210	GO:0031301	integral component of organelle membrane	0.994175849187382
1	0	0.158953567033686	4	587	GO:0000139;GO:0044431	Golgi apparatus part	0.994175849187382
15	0	0.167248414600074	2	346	GO:0005774;GO:0044437	vacuolar part	0.994175849187382
5	0	0.193157712974994	2	508	GO:0005615	extracellular space	0.994175849187382
40	0	0.232290793025542	2	841	GO:0031410	cytoplasmic vesicle	0.994175849187382
9	0	0.23459797416639	2	630	GO:0005730	nucleolus	0.994175849187382
32	0	0.243277181185843	1	835	GO:0030054	cell junction	0.994175849187382
37	0	0.254605828149094	2	563	GO:0030659;GO:0012506;GO:0044433	cytoplasmic vesicle part	0.994175849187382
44	0	0.278802026380758	2	798	GO:0043005	neuron projection	0.994175849187382
14	0	0.286868930825318	4	409	GO:0005773;GO:0005764;GO:0000323	vacuole	0.994175849187382
12	0	0.319604419575264	3	661	GO:0005768	endosome	0.994175849187382
27	0	0.324750739825985	4	236	GO:0014069	postsynaptic density	0.994175849187382
33	0	0.363598028498363	3	226	GO:0030135	coated vesicle	0.994175849187382
25	0	0.420313976500386	2	305	GO:0009986	cell surface	0.994175849187382
