delta.rank	pval	level	nseqs	term	name	p.adj
4	0	0.00544661295203847	1	833	GO:0005576	extracellular region	0.281475579269299
45	0	0.0105395066099328	2	404	GO:0044297;GO:0043025	cell body	0.281475579269299
54	0	0.0166604988181097	2	215	GO:0045121	membrane raft	0.281475579269299
43	0	0.0241934277877229	2	232	GO:0033267	axon part	0.281475579269299
53	0	0.0255183983525421	2	903	GO:0044463	cell projection part	0.281475579269299
44	0	0.0335287663185207	3	798	GO:0043005	neuron projection	0.281475579269299
56	0	0.0376336897555269	2	201	GO:0045211	postsynaptic membrane	0.281475579269299
21	0	0.0376899162940747	2	311	GO:0005911	cell-cell junction	0.281475579269299
59	0	0.0422864541774906	3	625	GO:0070062;GO:0065010;GO:0043230	extracellular membrane-bounded organelle	0.281475579269299
5	0	0.0473682617706167	2	508	GO:0005615	extracellular space	0.281475579269299
28	0	0.0532060296285208	4	518	GO:0016023	cytoplasmic membrane-bounded vesicle	0.281475579269299
60	0	0.0547080234066	2	277	GO:0097060	synaptic membrane	0.281475579269299
55	0	0.0608364490226645	1	530	GO:0045202	synapse	0.281475579269299
6	0	0.0629830704894413	2	598	GO:0005622	intracellular	0.281475579269299
58	0	0.0670179950641188	3	539	GO:0070013;GO:0043233;GO:0031974	membrane-enclosed lumen	0.281475579269299
34	0	0.0900817982746866	2	374	GO:0030424	axon	0.349819565692868
10	0	0.0950955286296796	2	316	GO:0005743;GO:0019866	organelle inner membrane	0.349819565692868
52	0	0.0999484473408193	1	513	GO:0044456	synapse part	0.349819565692868
1	0	0.106857331953738	4	587	GO:0000139;GO:0044431	Golgi apparatus part	0.354316416478184
20	0	0.114636760113817	2	595	GO:0005887	integral component of plasma membrane	0.357332515926964
