delta.rank	pval	level	nseqs	term	name	p.adj
55	0	0.00794596065519586	3	388	GO:0007169;GO:0007167	enzyme linked receptor protein signaling pathway	0.889090045945376
206	0	0.0103959323095076	2	710	GO:0048646	anatomical structure formation involved in morphogenesis	0.889090045945376
168	0	0.0254220046345983	2	471	GO:0043207;GO:0009607	response to biotic stimulus	0.889090045945376
78	0	0.0294571883981235	2	331	GO:0009611	response to wounding	0.889090045945376
125	0	0.037689635591104	2	349	GO:0030335;GO:2000147;GO:0040017;GO:0051272	positive regulation of locomotion	0.889090045945376
120	0	0.0393362565443252	2	278	GO:0030036;GO:0030029	actin filament-based process	0.889090045945376
28	0	0.0396536632670426	2	208	GO:0006417	regulation of translation	0.889090045945376
91	0	0.0499531111234727	6	451	GO:0010608	posttranscriptional regulation of gene expression	0.889090045945376
5	0	0.0516626319612856	2	224	GO:0001525	angiogenesis	0.889090045945376
45	0	0.0532422345004756	3	457	GO:0006952	defense response	0.889090045945376
136	0	0.0608446361337967	2	470	GO:0032269;GO:0051248	negative regulation of protein metabolic process	0.889090045945376
283	0	0.0646363194635247	4	1006	GO:2000113;GO:0045934;GO:0051172;GO:0010558;GO:0031327;GO:0009890;GO:0045892;GO:0010629;GO:1902679;GO:0051253	negative regulation of biosynthetic process	0.889090045945376
72	0	0.0673890322722965	2	398	GO:0008285	negative regulation of cell proliferation	0.889090045945376
16	0	0.0721211826019578	4	324	GO:0002684	positive regulation of immune system process	0.889090045945376
184	0	0.0772989290885302	2	330	GO:0044419;GO:0016032;GO:0044403;GO:0044764	interspecies interaction between organisms	0.889090045945376
213	0	0.0781821612243531	2	331	GO:0050776	regulation of immune response	0.889090045945376
54	0	0.084620683370234	2	505	GO:0007155;GO:0022610	biological adhesion	0.889090045945376
36	0	0.087589726120653	3	596	GO:0006811	ion transport	0.889090045945376
150	0	0.0911521103544296	2	345	GO:0034470;GO:0034660	ncRNA metabolic process	0.889090045945376
48	0	0.0923396026302914	2	266	GO:0006979	response to oxidative stress	0.889090045945376
