delta.rank	pval	level	nseqs	term	name	p.adj
40	0	0.0120215491170213	3	828	GO:0031410	cytoplasmic vesicle	0.245863280458321
47	0	0.0136713259539831	2	605	GO:0044429	mitochondrial part	0.245863280458321
21	0	0.0148809915625861	2	302	GO:0005911	cell-cell junction	0.245863280458321
22	0	0.0158621471263433	2	270	GO:0005912;GO:0070161	anchoring junction	0.245863280458321
28	0	0.0226859299284889	2	513	GO:0016023	cytoplasmic membrane-bounded vesicle	0.264063497292739
54	0	0.0255545319960715	2	211	GO:0045121	membrane raft	0.264063497292739
32	0	0.0371700166613386	1	819	GO:0030054	cell junction	0.327640959335803
16	0	0.042276252817523	2	592	GO:0005789	endoplasmic reticulum membrane	0.327640959335803
38	0	0.0490700477880264	3	284	GO:0031253	cell projection membrane	0.338038106984182
37	0	0.0628401190326041	2	554	GO:0030659;GO:0012506;GO:0044433	cytoplasmic vesicle part	0.369935026289591
42	0	0.0656336336965404	3	413	GO:0031966	mitochondrial membrane	0.369935026289591
53	0	0.0793487892418771	2	887	GO:0044463	cell projection part	0.392634921729679
33	0	0.0939390040566625	2	224	GO:0030135	coated vesicle	0.392634921729679
26	0	0.0948096756091993	3	360	GO:0010008;GO:0044440	endosomal part	0.392634921729679
44	0	0.0949923197733094	2	788	GO:0043005	neuron projection	0.392634921729679
49	0	0.10767267044281	2	328	GO:0044441	ciliary part	0.417231597965889
60	0	0.133091126350998	3	403	GO:0098590	plasma membrane region	0.452139762977036
39	0	0.139871905641129	2	209	GO:0031301	integral component of organelle membrane	0.452139762977036
27	0	0.141294957911182	2	233	GO:0014069	postsynaptic density	0.452139762977036
56	0	0.145851536444205	2	494	GO:0048471	perinuclear region of cytoplasm	0.452139762977036
