delta.rank	pval	level	nseqs	term	name	p.adj
4	0	0.000196952713507558	1	818	GO:0005576	extracellular region	0.0122110682374686
32	0	0.000674022425443222	1	819	GO:0030054	cell junction	0.0208946951887399
22	0	0.00200958246240995	2	270	GO:0005912;GO:0070161	anchoring junction	0.0397061209397267
28	0	0.00256168522191785	2	513	GO:0016023	cytoplasmic membrane-bounded vesicle	0.0397061209397267
40	0	0.00427393849279695	3	828	GO:0031410	cytoplasmic vesicle	0.0529968373106822
21	0	0.0149847556559975	2	302	GO:0005911	cell-cell junction	0.150866558445224
12	0	0.0214707332966171	2	652	GO:0005768	endosome	0.150866558445224
53	0	0.0234892137940449	2	887	GO:0044463	cell projection part	0.150866558445224
58	0	0.0240591344364236	2	616	GO:0070062;GO:0065010;GO:0043230	extracellular membrane-bounded organelle	0.150866558445224
55	0	0.0264600618048033	1	518	GO:0045202	synapse	0.150866558445224
44	0	0.0267666474660882	2	788	GO:0043005	neuron projection	0.150866558445224
13	0	0.0593036480460947	4	250	GO:0005769	early endosome	0.306402181571489
5	0	0.0724228274054276	2	503	GO:0005615	extracellular space	0.335152984723979
19	0	0.0802514830062066	2	281	GO:0005874	microtubule	0.335152984723979
37	0	0.0850702566282851	2	554	GO:0030659;GO:0012506;GO:0044433	cytoplasmic vesicle part	0.335152984723979
38	0	0.0864910928319946	3	284	GO:0031253	cell projection membrane	0.335152984723979
27	0	0.110017057509913	3	233	GO:0014069	postsynaptic density	0.401238680330271
26	0	0.118208830012398	3	360	GO:0010008;GO:0044440	endosomal part	0.407163747820482
8	0	0.135821815127245	4	346	GO:0005694	chromosome	0.443208028309957
33	0	0.14544227466255	3	224	GO:0030135	coated vesicle	0.450871051453905
