delta.rank	pval	level	nseqs	term	name	p.adj
104	0	0.000154390964688083	2	223	GO:0019898	extrinsic component of membrane	0.033502839337314
129	0	0.00116527145851542	2	52	GO:0030863	cortical cytoskeleton	0.126431953248923
75	0	0.00198020823543585	3	364	GO:0005912;GO:0070161	anchoring junction	0.143235062363193
178	0	0.00291830520944664	2	662	GO:0044433	cytoplasmic vesicle part	0.15831805761248
121	0	0.0103155037300572	3	511	GO:0030659;GO:0012506	vesicle membrane	0.447692861884482
78	0	0.0150663826122614	3	281	GO:0005925;GO:0005924;GO:0030055	cell-substrate junction	0.516205327748071
120	0	0.0166517847660668	5	100	GO:0030658	transport vesicle membrane	0.516205327748071
90	0	0.0194183445739109	2	789	GO:0016023;GO:0031410	cytoplasmic vesicle	0.521780805572893
185	0	0.023854217810955	3	204	GO:0044449	contractile fiber part	0.521780805572893
122	0	0.0240835138588417	2	131	GO:0030665;GO:0030662	coated vesicle membrane	0.521780805572893
51	0	0.0264497182548471	2	599	GO:0005789	endoplasmic reticulum membrane	0.521780805572893
105	0	0.0324147511042468	2	148	GO:0030018	Z disc	0.56912720782461
203	0	0.0356556790796835	2	91	GO:0060170	ciliary membrane	0.56912720782461
106	0	0.0367178843757813	3	201	GO:0030027	lamellipodium	0.56912720782461
103	0	0.039978966064102	2	117	GO:0019897	extrinsic component of plasma membrane	0.57748775370711
68	0	0.0425797422088192	2	71	GO:0005884	actin filament	0.57748775370711
135	0	0.0453644220381591	2	375	GO:0031253	cell projection membrane	0.579063504840031
184	0	0.0545869096435972	4	127	GO:0044448	cell cortex part	0.658075521814477
85	0	0.0736894934510932	2	115	GO:0012505	endomembrane system	0.728747692821043
30	0	0.0756648699660879	2	198	GO:0005635;GO:0031967;GO:0031975	organelle envelope	0.728747692821043
