delta.rank	pval	level	nseqs	term	name	p.adj
4	0	5.59154420554735e-06	1	833	GO:0005576	extracellular region	0.000352267284949483
5	0	0.00235078511374315	2	508	GO:0005615	extracellular space	0.068059895709188
53	0	0.00324094741472324	2	903	GO:0044463	cell projection part	0.068059895709188
12	0	0.00781084715207209	2	661	GO:0005768	endosome	0.120032236706603
32	0	0.00952636799258757	1	835	GO:0030054	cell junction	0.120032236706603
25	0	0.0169894123076638	2	305	GO:0009986	cell surface	0.17838882923047
13	0	0.0206039142365239	3	253	GO:0005769	early endosome	0.185435228128715
26	0	0.0322710646896269	2	367	GO:0010008;GO:0044440	endosomal part	0.251527312914087
27	0	0.035932473273441	2	236	GO:0014069	postsynaptic density	0.251527312914087
22	0	0.0575435093859545	3	275	GO:0005912;GO:0070161	anchoring junction	0.340811880902849
44	0	0.0595068363481165	2	798	GO:0043005	neuron projection	0.340811880902849
28	0	0.0689102784596644	2	518	GO:0016023	cytoplasmic membrane-bounded vesicle	0.361778961913238
8	0	0.0814217309952717	2	353	GO:0005694	chromosome	0.36586768644952
24	0	0.0881877335942221	3	208	GO:0005938	cell cortex	0.36586768644952
38	0	0.0913220935757784	3	287	GO:0031253	cell projection membrane	0.36586768644952
55	0	0.0958467051946267	1	530	GO:0045202	synapse	0.36586768644952
56	0	0.0987262011054261	2	201	GO:0045211	postsynaptic membrane	0.36586768644952
54	0	0.117178466334733	2	215	GO:0045121	membrane raft	0.410124632171565
30	0	0.133371097344066	2	533	GO:0016604	nuclear body	0.428381271847758
20	0	0.136174959249391	2	596	GO:0005887	integral component of plasma membrane	0.428381271847758
