delta.rank	pval	level	nseqs	term	name	p.adj
365	0	0.00153885639137344	2	13	GO:0031010	ISWI-type complex	0.625137360413214
199	0	0.0016625993628011	2	52	GO:0005884	actin filament	0.625137360413214
255	0	0.00718843631658044	5	170	GO:0015629	actin cytoskeleton	1
354	0	0.0201390765517595	2	48	GO:0030863	cortical cytoskeleton	1
188	0	0.0227075587061044	2	5	GO:0005862	muscle thin filament tropomyosin	1
413	0	0.0227075587061044	3	5	GO:0031523	Myb complex	1
615	0	0.0227075587061044	4	5	GO:0044614	nuclear pore cytoplasmic filaments	1
205	0	0.0242558830134053	3	53	GO:0005903	brush border	1
672	0	0.0242558830134053	2	53	GO:0070603	SWI/SNF superfamily-type complex	1
7	0	0.0271886828637671	2	6	GO:0000125	PCAF complex	1
279	0	0.0271886828637671	6	6	GO:0016589	NURF complex	1
75	0	0.0296097056238243	2	59	GO:0001725;GO:0032432;GO:0042641	actomyosin	1
275	0	0.0316498798434081	3	7	GO:0016528	sarcoplasm	1
616	0	0.0316498798434081	2	7	GO:0044615	nuclear pore nuclear basket	1
332	0	0.0327466318937215	2	154	GO:0030426;GO:0030427	site of polarized growth	1
370	0	0.0360912355022219	2	8	GO:0031080	nuclear pore outer ring	1
535	0	0.0360912355022219	2	8	GO:0036157	outer dynein arm	1
637	0	0.0360912355022219	3	8	GO:0045334	clathrin-coated endocytic vesicle	1
420	0	0.0405128353393682	2	9	GO:0031616	spindle pole centrosome	1
427	0	0.0405128353393682	3	9	GO:0031932	TORC2 complex	1
